space,room_size,capacity,user_per_min,width1,width2,width3,width4,width5,no_of_openings_1,no_of_openings_2,no_of_openings_3,no_of_openings_4,no_of_openings_5
Hold room,50,37,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Hold room,75,56,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Hold room,100,74,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Hold room,125,93,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Hold room,150,111,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Hold room,175,130,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Hold room,200,148,500,0.75,1.0,1.0,1.0,0.0,False,False,False,True,False
Hold room,50,37,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Hold room,75,56,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Hold room,100,74,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Hold room,125,93,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Hold room,150,111,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Hold room,175,130,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Hold room,200,148,580,0.75,1.2,1.2,1.2,0.0,False,False,False,True,False
Hold room,50,37,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Hold room,75,56,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Hold room,100,74,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Hold room,125,93,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Hold room,150,111,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Hold room,175,130,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Hold room,200,148,700,0.75,1.5,1.5,1.5,0.0,False,False,False,True,False
Hold room,50,37,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Hold room,75,56,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Hold room,100,74,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Hold room,125,93,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Hold room,150,111,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Hold room,175,130,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Hold room,200,148,1200,0.75,2.0,2.0,2.0,0.0,False,False,False,True,False
Hold room,50,37,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Hold room,75,56,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Hold room,100,74,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Hold room,125,93,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Hold room,150,111,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Hold room,175,130,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Hold room,200,148,1320,0.75,2.2,2.2,2.2,0.0,False,False,False,True,False
Hold room,50,37,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Hold room,75,56,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Hold room,100,74,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Hold room,125,93,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Hold room,150,111,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Hold room,175,130,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Hold room,200,148,1440,0.75,2.4,2.4,2.4,0.0,False,False,False,True,False
Hold room,50,37,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Hold room,75,56,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Hold room,100,74,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Hold room,125,93,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Hold room,150,111,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Hold room,175,130,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Hold room,200,148,1800,0.75,3.0,3.0,3.0,0.0,False,False,False,False,True
Hold room,50,37,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Hold room,75,56,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Hold room,100,74,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Hold room,125,93,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Hold room,150,111,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Hold room,175,130,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Hold room,200,148,500,0.75,0.75,0.75,0.75,0.75,False,False,False,False,True
Hold room,50,37,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Hold room,75,56,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Hold room,100,74,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Hold room,125,93,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Hold room,150,111,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Hold room,175,130,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Hold room,200,148,508,0.75,0.75,0.75,0.75,0.81,False,False,False,False,True
Hold room,50,37,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Hold room,75,56,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Hold room,100,74,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Hold room,125,93,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Hold room,150,111,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Hold room,175,130,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Hold room,200,148,520,0.75,0.75,0.75,0.75,0.9,False,False,False,False,True
Hold room,50,37,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Hold room,75,56,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Hold room,100,74,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Hold room,125,93,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Hold room,150,111,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Hold room,175,130,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Hold room,200,148,533,0.75,0.75,0.75,0.75,1.0,False,False,False,False,True
Hold room,50,37,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Hold room,75,56,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Hold room,100,74,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Hold room,125,93,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Hold room,150,111,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Hold room,175,130,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Hold room,200,148,560,0.75,0.75,0.75,0.75,1.2,False,False,False,False,True
Hold room,50,37,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Hold room,75,56,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Hold room,100,74,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Hold room,125,93,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Hold room,150,111,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Hold room,175,130,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Hold room,200,148,600,0.75,0.75,0.75,0.75,1.5,False,False,False,False,True
Hold room,50,37,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Hold room,75,56,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Hold room,100,74,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Hold room,125,93,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Hold room,150,111,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Hold room,175,130,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Hold room,200,148,1500,0.75,0.75,0.75,0.75,2.0,False,False,False,False,True
Hold room,50,37,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Hold room,75,56,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Hold room,100,74,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Hold room,125,93,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Hold room,150,111,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Hold room,175,130,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Hold room,200,148,1650,0.75,0.75,0.75,0.75,2.2,False,False,False,False,True
Hold room,50,37,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Hold room,75,56,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Hold room,100,74,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Hold room,125,93,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Hold room,150,111,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Hold room,175,130,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Hold room,200,148,1800,0.75,0.75,0.75,0.75,2.4,False,False,False,False,True
Hold room,50,37,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Hold room,75,56,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Hold room,100,74,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Hold room,125,93,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Hold room,150,111,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Hold room,175,130,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Hold room,200,148,2250,0.75,0.75,0.75,0.75,3.0,False,False,False,False,True
Hold room,50,37,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Hold room,75,56,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Hold room,100,74,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Hold room,125,93,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Hold room,150,111,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Hold room,175,130,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Hold room,200,148,516,0.75,0.75,0.75,0.81,0.81,False,False,False,False,True
Hold room,50,37,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
Hold room,75,56,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
Hold room,100,74,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
Hold room,125,93,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
Hold room,150,111,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
Hold room,175,130,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
Hold room,200,148,540,0.75,0.75,0.75,0.9,0.9,False,False,False,False,True
Hold room,50,37,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
Hold room,75,56,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
Hold room,100,74,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
Hold room,125,93,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
Hold room,150,111,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
Hold room,175,130,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
Hold room,200,148,567,0.75,0.75,0.75,1.0,1.0,False,False,False,False,True
Hold room,50,37,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
Hold room,75,56,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
Hold room,100,74,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
Hold room,125,93,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
Hold room,150,111,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
Hold room,175,130,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
Hold room,200,148,620,0.75,0.75,0.75,1.2,1.2,False,False,False,False,True
Hold room,50,37,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
Hold room,75,56,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
Hold room,100,74,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
Hold room,125,93,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
Hold room,150,111,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
Hold room,175,130,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
Hold room,200,148,700,0.75,0.75,0.75,1.5,1.5,False,False,False,False,True
Hold room,50,37,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
Hold room,75,56,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
Hold room,100,74,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
Hold room,125,93,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
Hold room,150,111,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
Hold room,175,130,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
Hold room,200,148,1500,0.75,0.75,0.75,2.0,2.0,False,False,False,False,True
Hold room,50,37,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
Hold room,75,56,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
Hold room,100,74,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
Hold room,125,93,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
Hold room,150,111,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
Hold room,175,130,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
Hold room,200,148,1650,0.75,0.75,0.75,2.2,2.2,False,False,False,False,True
Hold room,50,37,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
Hold room,75,56,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
Hold room,100,74,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
Hold room,125,93,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
Hold room,150,111,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
Hold room,175,130,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
Hold room,200,148,1800,0.75,0.75,0.75,2.4,2.4,False,False,False,False,True
Hold room,50,37,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
Hold room,75,56,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
Hold room,100,74,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
Hold room,125,93,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
Hold room,150,111,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
Hold room,175,130,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
Hold room,200,148,2250,0.75,0.75,0.75,3.0,3.0,False,False,False,False,True
Hold room,50,37,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
Hold room,75,56,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
Hold room,100,74,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
Hold room,125,93,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
Hold room,150,111,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
Hold room,175,130,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
Hold room,200,148,524,0.75,0.75,0.81,0.81,0.81,False,False,False,False,True
Hold room,50,37,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
Hold room,75,56,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
Hold room,100,74,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
Hold room,125,93,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
Hold room,150,111,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
Hold room,175,130,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
Hold room,200,148,560,0.75,0.75,0.9,0.9,0.9,False,False,False,False,True
Hold room,50,37,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
Hold room,75,56,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
Hold room,100,74,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
Hold room,125,93,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
Hold room,150,111,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
Hold room,175,130,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
Hold room,200,148,600,0.75,0.75,1.0,1.0,1.0,False,False,False,False,True
Hold room,50,37,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
Hold room,75,56,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
Hold room,100,74,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
Hold room,125,93,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
Hold room,150,111,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
Hold room,175,130,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
Hold room,200,148,680,0.75,0.75,1.2,1.2,1.2,False,False,False,False,True
Hold room,50,37,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
Hold room,75,56,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
Hold room,100,74,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
Hold room,125,93,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
Hold room,150,111,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
Hold room,175,130,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
Hold room,200,148,800,0.75,0.75,1.5,1.5,1.5,False,False,False,False,True
Hold room,50,37,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
Hold room,75,56,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
Hold room,100,74,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
Hold room,125,93,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
Hold room,150,111,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
Hold room,175,130,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
Hold room,200,148,1500,0.75,0.75,2.0,2.0,2.0,False,False,False,False,True
Hold room,50,37,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
Hold room,75,56,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
Hold room,100,74,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
Hold room,125,93,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
Hold room,150,111,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
Hold room,175,130,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
Hold room,200,148,1650,0.75,0.75,2.2,2.2,2.2,False,False,False,False,True
Hold room,50,37,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
Hold room,75,56,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
Hold room,100,74,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
Hold room,125,93,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
Hold room,150,111,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
Hold room,175,130,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
Hold room,200,148,1800,0.75,0.75,2.4,2.4,2.4,False,False,False,False,True
Hold room,50,37,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
Hold room,75,56,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
Hold room,100,74,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
Hold room,125,93,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
Hold room,150,111,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
Hold room,175,130,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
Hold room,200,148,2250,0.75,0.75,3.0,3.0,3.0,False,False,False,False,True
Hold room,50,37,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
Hold room,75,56,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
Hold room,100,74,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
Hold room,125,93,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
Hold room,150,111,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
Hold room,175,130,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
Hold room,200,148,532,0.75,0.81,0.81,0.81,0.81,False,False,False,False,True
Hold room,50,37,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
Hold room,75,56,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
Hold room,100,74,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
Hold room,125,93,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
Hold room,150,111,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
Hold room,175,130,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
Hold room,200,148,580,0.75,0.9,0.9,0.9,0.9,False,False,False,False,True
Hold room,50,37,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
Hold room,75,56,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
Hold room,100,74,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
Hold room,125,93,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
Hold room,150,111,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
Hold room,175,130,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
Hold room,200,148,633,0.75,1.0,1.0,1.0,1.0,False,False,False,False,True
Hold room,50,37,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
Hold room,75,56,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
Hold room,100,74,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
Hold room,125,93,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
Hold room,150,111,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
Hold room,175,130,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
Hold room,200,148,740,0.75,1.2,1.2,1.2,1.2,False,False,False,False,True
Hold room,50,37,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
Hold room,75,56,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
Hold room,100,74,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
Hold room,125,93,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
Hold room,150,111,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
Hold room,175,130,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
Hold room,200,148,900,0.75,1.5,1.5,1.5,1.5,False,False,False,False,True
Hold room,50,37,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
Hold room,75,56,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
Hold room,100,74,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
Hold room,125,93,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
Hold room,150,111,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
Hold room,175,130,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
Hold room,200,148,1500,0.75,2.0,2.0,2.0,2.0,False,False,False,False,True
Hold room,50,37,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
Hold room,75,56,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
Hold room,100,74,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
Hold room,125,93,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
Hold room,150,111,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
Hold room,175,130,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
Hold room,200,148,1650,0.75,2.2,2.2,2.2,2.2,False,False,False,False,True
Hold room,50,37,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
Hold room,75,56,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
Hold room,100,74,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
Hold room,125,93,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
Hold room,150,111,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
Hold room,175,130,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
Hold room,200,148,1800,0.75,2.4,2.4,2.4,2.4,False,False,False,False,True
Hold room,50,37,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
Hold room,75,56,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
Hold room,100,74,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
Hold room,125,93,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
Hold room,150,111,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
Hold room,175,130,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
Hold room,200,148,2250,0.75,3.0,3.0,3.0,3.0,False,False,False,False,True
wait/circulate,100,38,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,125,48,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,150,58,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,175,67,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,200,77,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,400,154,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,500,192,5,0.65,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,100,38,40,0.75,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,125,48,40,0.75,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,150,58,40,0.75,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,175,67,40,0.75,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,200,77,40,0.75,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,400,154,40,0.75,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,500,192,40,0.75,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,100,38,49,0.81,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,125,48,49,0.81,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,150,58,49,0.81,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,175,67,49,0.81,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,200,77,49,0.81,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,400,154,49,0.81,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,500,192,49,0.81,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,100,38,54,0.9,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,125,48,54,0.9,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,150,58,54,0.9,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,175,67,54,0.9,0.0,0.0,0.0,0.0,True,False,False,False,False
wait/circulate,200,77,54,0.9,0.0,0.0,0.0,0.0,True,False,False,False,False
